Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
RJ-2016-00627;CRI/2016/024;"Brazil realty - companhia securitizadora de creditos
  imobiliarios";Cyrela brazil realty s.a. empreendimentos e participações;;5;1;21/02/2017;Encerrada;150000000;CRI;Xp investimentos cctvm s.a.;1000;150000;150000000;150000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Híbrido;Concentrado
SP-2017-50041;ANBIMA/2017/50041;Forte securitizadora s.a.;;;1;16;21/02/2017;Encerrada;9600000;CRI;Intrader distribuidora de titulos e valores mobiliarios ltda.;100000;96;9600000;96;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2019-50082;ANBIMA/2019/50094;True securitizadora s.a.;;;1;206;20/06/2019;Encerrada;23797594,5;CRI;True securitizadora s.a.;23797594,5;1;23797594,5;1;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2017-50042;ANBIMA/2017/50042;Gaia securitizadora sa;;;4;97;22/02/2017;Encerrada;15000000;CRI;Slw corretora de valores e cambio ltda;50000;300;15000000;300;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50042;ANBIMA/2017/50043;Gaia securitizadora sa;;;4;98;22/02/2017;Encerrada;28677293,94;CRI;Slw corretora de valores e cambio ltda;48523,34;591;28677293,94;591;;Não identificado;;;Não se aplica;Não se aplica;;;Mezanino;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50042;ANBIMA/2017/50044;Gaia securitizadora sa;;;4;99;22/02/2017;Encerrada;43677297,3;CRI;Slw corretora de valores e cambio ltda;50203,79;870;43677297,3;870;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50175;ANBIMA/2017/50175;Viaquatro - concessionaria da linha 4 do metro de sao paulo;;;3;1;24/02/2017;Encerrada;51000000;Debêntures;Banco bradesco bbi s.a.;1000;51000;51000000;51000;0,2;DI + Spread;2;;Anualmente;Não informado;;16/05/2017;Não se aplica;Transporte e logística;Mobilidade urbana;20/02/2017;Não;;Subordinada com garantia adicional;;Não se aplica
SP-2017-50175;ANBIMA/2017/50176;Viaquatro - concessionaria da linha 4 do metro de sao paulo;;;3;2;24/02/2017;Encerrada;8500000;Debêntures;Banco bradesco bbi s.a.;1000;8500;8500000;8500;0,2;DI + Spread;2;;Anualmente;Não informado;;16/05/2017;Não se aplica;Transporte e logística;Mobilidade urbana;20/02/2017;Não;;Subordinada com garantia adicional;;Não se aplica
SP-2017-50175;ANBIMA/2017/50177;Viaquatro - concessionaria da linha 4 do metro de sao paulo;;;3;3;24/02/2017;Encerrada;12750000;Debêntures;Banco bradesco bbi s.a.;1000;12750;12750000;12750;0,2;DI + Spread;2;;Anualmente;Não informado;;16/05/2017;Não se aplica;Transporte e logística;Mobilidade urbana;20/02/2017;Não;;Subordinada com garantia adicional;;Não se aplica
SP-2017-50175;ANBIMA/2017/50178;Viaquatro - concessionaria da linha 4 do metro de sao paulo;;;3;4;24/02/2017;Encerrada;12750000;Debêntures;Banco bradesco bbi s.a.;1000;12750;12750000;12750;0,2;DI + Spread;2;;Anualmente;Não informado;;16/05/2017;Não se aplica;Transporte e logística;Mobilidade urbana;20/02/2017;Não;;Subordinada com garantia adicional;;Não se aplica
SP-2018-00050;ANBIMA/2018/00064;Apice securitizadora s.a.;Urbamais properties e participações s.a.;;1;82;01/03/2017;Encerrada;50000000;CRI;Xp investimentos cctvm s.a.;1000;50000;50000000;50000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50045;ANBIMA/2017/50045;Logos companhia securitizadora s/a;"Spe alto augusta ltda. ; spe cid campelo ltda";;1;13;03/03/2017;Encerrada;2000000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1;2000000;2000000;2000000;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50045;ANBIMA/2017/50046;Logos companhia securitizadora s/a;"Spe cid campelo ltda ; spe alto augusta ltda.";;1;14;03/03/2017;Encerrada;3000000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1;3000000;3000000;3000000;;Não identificado;;;Não se aplica;Não se aplica;;;Mezanino;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50045;ANBIMA/2017/50047;Logos companhia securitizadora s/a;"Spe cid campelo ltda ; spe alto augusta ltda.";;1;15;03/03/2017;Encerrada;1000000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1;1000000;1000000;1000000;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50179;ANBIMA/2017/50179;Claro s.a.;;;4;Série Única;03/03/2017;Encerrada;600000000;Debêntures;Banco itau bba s.a.;10000;60000;600000000;60000;0,5;Percentual DI;;103;Anualmente;Não informado;;12/09/2017;Não se aplica;Ti e telecomunicações;Telecomunicações;03/03/2017;Não;;Quirografária;;Não se aplica
SP-2017-50180;ANBIMA/2017/50180;Omega energia e implantacao 2 sa;;;1;Série Única;06/03/2017;Encerrada;80000000;Debêntures;Banco abc brasil s.a.;10000;8000;80000000;8000;1;DI + Spread;3;;Anualmente;Não informado;;01/03/2018;Não se aplica;Energia elétrica;Geração - fontes renováveis;01/03/2017;Não;;Quirografária;;Não se aplica
RJ-2016-09042;CRA/2017/001;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;104;07/03/2017;Encerrada;260000000;CRA;Xp investimentos cctvm s.a.;1000;260000;260000000;260000;5;Percentual DI;;95;Anualmente;Semestralmente;;24/02/2022;;Financeiro;Securitizadoras;24/02/2017;Não se aplica;;Não se aplica;;
SP-2017-50181;ANBIMA/2017/50181;Mrv engenharia e participacoes sa;;;9;1;07/03/2017;Encerrada;172730000;Debêntures;Banco btg pactual s.a.;10000;17273;172730000;17273;3;DI + Spread;2;;Anualmente;Não informado;;15/02/2020;Não se aplica;Construção civil;Construtora e incorporadora;15/02/2017;Não;;Quirografária;;Não se aplica
SP-2017-50181;ANBIMA/2017/50182;Mrv engenharia e participacoes sa;;;9;2;07/03/2017;Encerrada;497270000;Debêntures;Banco btg pactual s.a.;10000;49727;497270000;49727;5;DI + Spread;2;;Anualmente;Não informado;;15/02/2022;Não se aplica;Construção civil;Construtora e incorporadora;15/02/2017;Não;;Quirografária;;Não se aplica
SP-2017-50181;ANBIMA/2017/50183;Mrv engenharia e participacoes sa;;;9;3;07/03/2017;Encerrada;80000000;Debêntures;Banco btg pactual s.a.;10000;8000;80000000;8000;5;IPCA;8;;Anualmente;Não informado;;15/02/2022;Não se aplica;Construção civil;Construtora e incorporadora;15/02/2017;Não;;Quirografária;;Não se aplica
SP-2017-50184;ANBIMA/2017/50184;Rio grande energia sa;;;8;1;08/03/2017;Encerrada;130000000;Debêntures;Banco itau bba s.a.;1000;130000;130000000;130000;7;IPCA;5;;Anualmente;Não informado;;15/02/2024;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/02/2017;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2017-50184;ANBIMA/2017/50185;Rio grande energia sa;;;8;2;08/03/2017;Encerrada;250000000;Debêntures;Banco itau bba s.a.;1000;250000;250000000;250000;5;Percentual DI;;110;Anualmente;Não informado;;15/02/2022;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/02/2017;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2017-00059;ANBIMA/2017/00102;Cpfl energias renovaveis s.a. ;;;5;Série Única;10/03/2017;Encerrada;100000000;Debêntures;Banco bradesco bbi s.a.;1;100000000;100000000;100000000;6,8;Percentual DI;;130;Anualmente;Não informado;;15/12/2023;Não se aplica;Energia elétrica;Geração - fontes renováveis;03/03/2017;Não;;Real com garantia adicional;;Não se aplica
SP-2017-50186;ANBIMA/2017/50186;Cvc brasil operadora e agencia de viagens s.a.;;;1;Série Única;10/03/2017;Encerrada;200000000;Debêntures;Banco itau bba s.a.;1000;200000;200000000;200000;2;Percentual DI;;108;Anualmente;Não informado;;03/03/2019;Não se aplica;Outros serviços;;03/03/2017;Não;;Quirografária;;Não se aplica
SP-2019-50082;ANBIMA/2019/50091;True securitizadora s.a.;;;1;203;20/06/2019;Encerrada;3117188,44;CRI;True securitizadora s.a.;3117188,44;1;3117188,44;1;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2017-50048;ANBIMA/2017/50048;Barigui securitizadora s.a. ;Petrobras distribuidora s.a.;;1;52;13/03/2017;Encerrada;3927666,97;CRI;Xp investimentos cctvm s.a.;1007094096;0,0039;3927666,97;0,0039;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2017-50187;ANBIMA/2017/50187;Sequoia log sa;;;3;Série Única;15/03/2017;Encerrada;10092000;Debêntures;Br partners banco de investimento s.a.;1009,2;10000;10092000;10000;4,8;Percentual DI;;100;Anualmente;Não informado;;26/11/2021;Não se aplica;Transporte e logística;Logística;24/02/2017;Não;;Quirografária;;Não se aplica
SP-2017-00054;ANBIMA/2017/00097;Centrovias sistemas rodoviarios s/a;;;3;Série Única;17/03/2017;Encerrada;100000000;Debêntures;Banco btg pactual s.a.;10000;10000;100000000;10000;2;DI + Spread;1;;Anualmente;Não informado;;10/03/2019;Não se aplica;Transporte e logística;Participações em empresas de transporte e logística;10/03/2017;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2017-00055;ANBIMA/2017/00098;Autovias s/a;;;4;Série Única;17/03/2017;Encerrada;100000000;Debêntures;Banco btg pactual s.a.;10000;10000;100000000;10000;1,5;DI + Spread;1;;Anualmente;Não informado;;10/09/2018;Não se aplica;Transporte e logística;Transporte rodoviário;10/03/2017;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2017-50188;ANBIMA/2017/50188;Paranaiba transmissora de energia s.a. ;;;2;Série Única;17/03/2017;Encerrada;120000000;Debêntures;Banco abc brasil s.a.;1000;120000;120000000;120000;11,2;IPCA;7;;Anualmente;Não informado;;15/03/2028;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/01/2017;Sim;2;Real com garantia adicional;;Não se aplica
SP-2017-50189;ANBIMA/2017/50189;Companhia piratininga de forca e luz;;;8;1;17/03/2017;Encerrada;60000000;Debêntures;Banco itau bba s.a.;1000;60000;60000000;60000;7;IPCA;5;;Anualmente;Não informado;;15/02/2024;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/02/2017;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2017-50189;ANBIMA/2017/50190;Companhia piratininga de forca e luz;;;8;2;17/03/2017;Encerrada;246000000;Debêntures;Banco itau bba s.a.;1000;246000;246000000;246000;5;Percentual DI;;111;Anualmente;Não informado;;15/02/2022;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/02/2017;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2017-50004;ANBIMA/2017/50004;Altere securitizadora s.a.;;;1;1;20/03/2017;Encerrada;15000000;CRA;Socopa-sociedade corretora paulista s/a;500000;30;15000000;30;1,5;Percentual DI;;125;Anualmente;Mensalmente;;03/09/2018;;Financeiro;Securitizadoras;17/03/2017;Não se aplica;;Não se aplica;;
SP-2017-50005;ANBIMA/2017/50005;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;112;21/03/2017;Encerrada;2100000;CRA;Spinelli sa corretora de valores mobiliarios e cambio;1000;2100;2100000;2100;3,9;Pré-Fixado;;2;Anualmente;Anualmente;;05/01/2021;;Financeiro;Securitizadoras;26/01/2017;Não se aplica;;Não se aplica;;
SP-2017-00053;ANBIMA/2017/00096;Isec securitizadora s.a.;Air liquide brasil ltda.;;4;6;24/03/2017;Encerrada;19675060,03;CRI;Br partners banco de investimento s.a.;10355,29475;1900;19675060,03;1900;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2017-50006;ANBIMA/2017/50006;Gaia agro securitizadora s.a.;;;17;Série única;24/03/2017;Encerrada;89697000;CRA;Banco bradesco bbi s.a.;1000;89697;89697000;89697;3,5;Percentual DI;;98;Anualmente;Não informado;;23/09/2020;;Financeiro;Securitizadoras;23/03/2017;Não se aplica;;Não se aplica;;
SP-2017-50049;ANBIMA/2017/50049;Ourinvest securitizadora s.a.;Tecnisa s.a.;;1;2;24/03/2017;Encerrada;40000000;CRI;Ourinvest distribuidora de titulos e valores mobiliarios s.a.;10000;4000;40000000;4000;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50049;ANBIMA/2017/50050;Ourinvest securitizadora s.a.;Tecnisa s.a.;;1;3;24/03/2017;Encerrada;5000000;CRI;Ourinvest distribuidora de titulos e valores mobiliarios s.a.;10000;500;5000000;500;;Não identificado;;;Não se aplica;Não se aplica;;;Mezanino;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-50049;ANBIMA/2017/50051;Ourinvest securitizadora s.a.;Tecnisa s.a.;;1;4;24/03/2017;Encerrada;5000000;CRI;Ourinvest distribuidora de titulos e valores mobiliarios s.a.;10000;500;5000000;500;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
RJ-2016-08944;CRI/2017/002;Rb capital companhia de securitizacao;;;1;145;27/03/2017;Encerrada;180000000;CRI;Xp investimentos cctvm s.a.;1000;180000;180000000;180000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-00058;ANBIMA/2017/00101;Habitasec securitizadora s.a.;Gafisa s.a.;;1;79;27/03/2017;Encerrada;47000000;CRI;Banco pine s/a;1000;47000;47000000;47000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2017-00067;ANBIMA/2017/00114;Rb capital companhia de securitizacao;"Ferrovia centro atlântica s.a. ; salus empreendimentos e participações iii s.a.";;1;153;28/03/2017;Encerrada;141431000;CRI;Rb capital investimentos distribuidora de titulos e valores mobiliarios limitada;1000;141431;141431000;141431;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Híbrido;Concentrado
SP-2017-00068;ANBIMA/2017/00115;Rb capital companhia de securitizacao;Pilkington do brasil ltda.;;1;148;28/03/2017;Encerrada;11745000;CRI;Rb capital investimentos distribuidora de titulos e valores mobiliarios limitada;1000;11745;11745000;11745;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2017-50052;ANBIMA/2017/50052;Polo capital securitizadora s.a.;;;1;50;28/03/2017;Encerrada;17085000;CRI;Slw corretora de valores e cambio ltda;335000;51;17085000;51;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50052;ANBIMA/2017/50053;Polo capital securitizadora s.a.;;;1;51;28/03/2017;Encerrada;4758021,38;CRI;Slw corretora de valores e cambio ltda;339858,67;14;4758021,38;14;;Não identificado;;;Não se aplica;Não se aplica;;;Mezanino;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50052;ANBIMA/2017/50054;Polo capital securitizadora s.a.;;;1;52;28/03/2017;Encerrada;1149632,65;CRI;Slw corretora de valores e cambio ltda;229926,53;5;1149632,65;5;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-00070;ANBIMA/2017/00116;Jsl s.a.;;;10;Série Única;29/03/2017;Encerrada;352000000;Debêntures;Bb-banco de investimento s.a.;1000;352000;352000000;352000;4;Percentual DI;;128;Anualmente;Não informado;;20/03/2021;Não se aplica;Transporte e logística;Logística;20/03/2017;Não;;Quirografária;;Não se aplica
SP-2017-00072;ANBIMA/2017/00118;Apice securitizadora s.a.;;;1;6;29/03/2017;Encerrada;35000000;CRA;Banco indusval s.a.;1000;35000;35000000;35000;3;DI + Spread;3;;Anualmente;Semestralmente;;31/03/2020;;Financeiro;Securitizadoras;27/03/2017;Não se aplica;;Não se aplica;;
SP-2017-50191;ANBIMA/2017/50191;Instituto hermes pardini s/a;;;1;Série Única;29/03/2017;Encerrada;210000000;Debêntures;Banco bradesco bbi s.a.;1;210000000;210000000;210000000;5;DI + Spread;1;;Anualmente;Não informado;;25/01/2022;Não se aplica;Assistência médica;Clínica e hospital;25/01/2017;Não;;Quirografária;;Não se aplica
RJ-2017-00002;CRA/2017/003;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;105;30/03/2017;Encerrada;845916000;CRA;Banco itau bba s.a.;1000;805000;805000000;845916;5;Percentual DI;;95;Anualmente;Semestralmente;;28/03/2022;;Financeiro;Securitizadoras;28/03/2017;Não se aplica;;Não se aplica;;
SP-2017-50055;ANBIMA/2017/50055;Forte securitizadora s.a.;;;1;19;30/03/2017;Encerrada;17500000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;100000;175;17500000;175;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2017-50192;ANBIMA/2017/50192;Ano bom incorporacao e empreendimentos sa;;;1;Série Única;30/03/2017;Encerrada;36000000;Debêntures;Orla distribuidora de titulos e valores mobiliarios sa;10000;3600;36000000;3600;7;IPCA;9;;Anualmente;Não informado;;15/12/2023;Não se aplica;Serviços imobiliários;Administração de empreendimentos imobiliários;15/12/2016;Não;;Quirografária;;Não se aplica
RJ-2017-00567;DEB/2017/001;Cteep - companhia de transmissao de energia eletrica paulista;;;5;Série Única;31/03/2017;Encerrada;300000000;Debêntures;Banco santander (brasil) s.a.;1000;300000;300000000;300000;7;IPCA;5;;Anualmente;Não informado;;15/02/2024;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/02/2017;Sim;2;Quirografária;;Não se aplica
SP-2017-50007;ANBIMA/2017/50007;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;109;04/04/2017;Encerrada;24000000;CRA;Spinelli sa corretora de valores mobiliarios e cambio;1000;24000;24000000;24000;6,2;DI + Spread;1;;Anualmente;Anualmente;;16/03/2023;;Financeiro;Securitizadoras;26/12/2016;Não se aplica;;Não se aplica;;
